# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP
2009	01	01	-27.2774	 14.1890	 -41.4663	 216.4123	 12.6548	 0.0000	 -28.9895	 0.9563	 0.8366	 265.7901	 1.5712	 -8.6351	 -3.2313
2009	01	02	-14.6002	 12.1239	 -26.7241	 234.0193	 -12.1867	 0.0000	 -5.5672	 -1.2575	 0.8496	 249.4887	 1.8075	 -6.3686	 -10.6102
2009	01	03	-13.9764	 14.3678	 -28.3442	 213.9508	 -14.5080	 0.0000	 -3.5925	 -1.7213	 0.8496	 186.1831	 1.6896	 -9.1189	 -15.6428
2009	01	04	-31.6427	 21.4210	 -53.0637	 180.4518	 -61.4849	 0.0000	 -4.3991	 -3.1819	 0.8196	 26.5592	 4.4198	 -15.2176	 -17.7950
2009	01	05	-12.1414	 13.4052	 -25.5466	 202.3652	 -12.3738	 0.0000	 -5.7641	 -1.3281	 0.8500	 73.1612	 1.6140	 -13.9774	 -19.5183
2009	01	06	-6.8373	 13.5879	 -20.4252	 229.5363	 -7.4167	 0.0000	 -4.0399	 -0.8489	 0.8489	 546.1041	 0.7752	 -6.2336	 -13.6466
2009	01	07	-14.1544	 23.8241	 -37.9785	 213.5019	 -14.7343	 0.9601	 -4.2077	 -1.8379	 0.8145	 383.0805	 1.2334	 -3.8908	 -13.2801
2009	01	08	-7.4445	 26.8429	 -34.2874	 213.5131	 -8.5586	 0.7783	 -5.0745	 -1.1731	 0.7826	 684.0562	 0.7252	 -4.9974	 -14.3130
2009	01	09	-29.2107	 30.4730	 -59.6837	 201.5667	 -106.4861	 0.0000	 -3.4116	 -5.0118	 0.7677	 36.2974	 4.7382	 -5.9056	 -10.6003
2009	01	10	-20.1304	 34.9632	 -55.0936	 196.1002	 -44.0654	 0.0000	 -7.3067	 -1.7032	 0.7158	 56.7603	 3.0567	 -8.5824	 -13.2667
2009	01	11	-8.9387	 39.0730	 -48.0116	 203.9128	 -20.2754	 0.0882	 -7.1018	 0.3181	 0.6591	 132.2115	 2.0357	 -7.0074	 -13.3989
2009	01	12	-5.8007	 66.6692	 -72.4699	 204.6295	 -65.2377	 1.4230	 7.0180	 -0.4511	 0.4331	 18.8915	 5.3811	 -5.0758	 -7.2597
