# SIMULATION: eb
# MODEL_VERSION: 5.0.1
YEAR	MONTH	DAY	OUT_R_NET	 OUT_SWNET	 OUT_LWNET	 OUT_IN_LONG	 OUT_SENSIBLE	 OUT_LATENT	 OUT_GRND_FLUX	 OUT_ENERGY_ERROR	 OUT_ALBEDO	 OUT_AERO_RESIST	 OUT_WIND	 OUT_AIR_TEMP	 OUT_SURF_TEMP	 OUT_REL_HUMID
2009	01	01	5.4954	 57.3846	 -51.8891	 276.2691	 17.4480	 24.8376	 -18.3302	 1.1581	 0.3889	 87.2958	 1.4788	 5.1888	 4.7686	 60.4504
2009	01	02	-9.5819	 9.8320	 -19.4139	 284.6439	 -3.6406	 5.2439	 -12.7248	 0.4861	 0.7063	 151.1346	 1.2747	 1.2029	 -0.4783	 74.2897
2009	01	03	-2.0497	 25.5161	 -27.5657	 276.7094	 -24.0415	 15.1785	 -3.9476	 1.8303	 0.5511	 104.4906	 1.8030	 4.3877	 -0.5448	 60.7912
2009	01	04	13.8754	 80.9147	 -67.0392	 249.0036	 1.8994	 8.6630	 -0.1446	 0.0000	 0.1826	 12.0848	 3.7451	 2.1409	 2.0870	 57.3078
2009	01	05	2.7459	 43.0048	 -40.2590	 271.0665	 -16.6655	 16.7697	 -6.4208	 0.6417	 0.4954	 100.8251	 1.9068	 3.4323	 1.4376	 62.1143
2009	01	06	16.7347	 16.4110	 0.3238	 320.6747	 -0.6131	 16.5471	 -1.3118	 0.0000	 0.1826	 543.2079	 0.3667	 4.1819	 3.0978	 80.0852
2009	01	07	13.8267	 40.9968	 -27.1700	 293.7279	 10.1925	 4.9680	 -1.7625	 0.0000	 0.1826	 33.7791	 1.4843	 3.1917	 3.2066	 73.5887
2009	01	08	18.2137	 62.4012	 -44.1875	 277.7685	 14.4058	 6.0583	 -1.9050	 0.0000	 0.1826	 192.8367	 0.8214	 4.0891	 3.3931	 64.5758
2009	01	09	14.6126	 78.1450	 -63.5324	 268.6357	 -1.7633	 10.3605	 1.7687	 0.0000	 0.1826	 11.0855	 4.0785	 5.5856	 5.5445	 55.5715
2009	01	10	15.0764	 83.9011	 -68.8247	 255.2704	 13.8742	 8.8352	 -4.4826	 0.0000	 0.1826	 12.9006	 3.4532	 3.7525	 3.8256	 53.0986
2009	01	11	14.9276	 98.6621	 -83.7344	 252.4879	 -11.8956	 16.1717	 3.6489	 -0.0000	 0.1826	 20.4650	 2.5475	 6.6954	 6.2083	 44.3696
2009	01	12	14.7485	 96.5901	 -81.8416	 253.2791	 3.2573	 13.7395	 -2.3082	 -0.0000	 0.1826	 8.3761	 5.3523	 6.0563	 6.0719	 46.2427
2009	01	13	14.7360	 98.1156	 -83.3796	 259.8084	 -5.5346	 16.7254	 1.0498	 0.0000	 0.1826	 11.1205	 4.0690	 7.8252	 7.7090	 44.9643
2009	01	14	13.7702	 101.3781	 -87.6079	 263.7104	 -12.3789	 19.7881	 2.3327	 0.0000	 0.1826	 11.8460	 3.8473	 9.4829	 9.2577	 41.6889
2009	01	15	14.6396	 101.9492	 -87.3096	 262.8015	 -2.5616	 18.9818	 -1.4715	 -0.0000	 0.1826	 11.6292	 3.8801	 9.1628	 9.0511	 41.8711
2009	01	16	14.4331	 103.0056	 -88.5725	 266.5338	 -8.3636	 20.1491	 0.7081	 0.0000	 0.1826	 9.1951	 4.8977	 10.1112	 10.0182	 41.0144
